Date,ADA,BCH,BNB,BTC,EOS,ETH,LTC,TRX,USDT,XRP,ADA_MACD,ADA_RSI,ADA_BB_upper,ADA_BB_lower,ADA_Volume,ADA_Volatility,BCH_MACD,BCH_RSI,BCH_BB_upper,BCH_BB_lower,BCH_Volume,BCH_Volatility,BNB_MACD,BNB_RSI,BNB_BB_upper,BNB_BB_lower,BNB_Volume,BNB_Volatility,BTC_MACD,BTC_RSI,BTC_BB_upper,BTC_BB_lower,BTC_Volume,BTC_Volatility,EOS_MACD,EOS_RSI,EOS_BB_upper,EOS_BB_lower,EOS_Volume,EOS_Volatility,ETH_MACD,ETH_RSI,ETH_BB_upper,ETH_BB_lower,ETH_Volume,ETH_Volatility,LTC_MACD,LTC_RSI,LTC_BB_upper,LTC_BB_lower,LTC_Volume,LTC_Volatility,TRX_MACD,TRX_RSI,TRX_BB_upper,TRX_BB_lower,TRX_Volume,TRX_Volatility,USDT_MACD,USDT_RSI,USDT_BB_upper,USDT_BB_lower,USDT_Volume,USDT_Volatility,XRP_MACD,XRP_RSI,XRP_BB_upper,XRP_BB_lower,XRP_Volume,XRP_Volatility
2022-01-26,1.0790469646453857,289.95135498046875,375.7554626464844,36852.12109375,2.217648983001709,2468.0302734375,107.28218078613281,0.05626700073480606,1.0006300210952759,0.6220719814300537,0.16136345280423675,0.28842782711078424,0.8648472886763983,0.8650091549382927,0.6585939274161638,0.6778387415577447,0.0,0.0010022108474943558,0.6737984518343847,0.7036687369465309,0.9189017957401733,0.2365226995869073,0.0,0.22974821082766905,0.7327050305269339,0.6703371093343884,0.3900562030660675,0.7356477127789465,0.0,0.11181554698071378,0.6578472796136214,0.6575420071116194,0.2286919723618333,0.5139848203780337,0.0,0.08337973059401105,0.6769107947441181,0.7308020446537868,0.23612390036108175,0.2994067692823714,0.0,0.07852925823384588,0.5621684185447408,0.5884730428494227,0.4385594560558387,0.5617857931578233,0.010189887749702975,0.16519728897557895,0.6507098582997489,0.761806946217399,0.28962496874816096,0.4792002032996659,0.0,0.06305377183363287,0.11436482481670462,0.12202881970168977,0.2286034173260728,0.3398717028932028,0.3727771238193346,0.5797605136214787,0.16233033581552547,0.7675455603515786,0.39779448479558127,0.07790606837367856,0.04514779262432134,0.09607902514735711,0.47966845723113904,0.576237453165819,0.20416152412942729,0.14682193984633346
2022-01-27,1.0435329675674438,289.5102844238281,390.0882873535156,37138.234375,2.2195050716400146,2423.001220703125,106.9535140991211,0.05640299990773201,1.0003440380096436,0.6087700128555298,0.13484501274741695,0.2631280152642797,0.8663159569202878,0.8531862960508801,0.4045990460212636,0.6704476759911933,0.001592112350107866,0.0,0.6742065336906995,0.7005990821811734,0.8531329671172855,0.23437833412530262,0.022014706754098112,0.3001613470145119,0.7341903205107588,0.7209111047734715,0.3372045222249097,0.7357130586969015,0.018472426342831638,0.1422929700170551,0.6456435450236084,0.6977436254681628,0.1734121910934267,0.5003403868473779,0.005050718096505369,0.08591148146781263,0.6768797645320741,0.7306849620577094,0.1704748754922281,0.2984350635111084,0.004261946435283659,0.06485437204585981,0.5602301910742941,0.593429245339109,0.3216749101890557,0.5395702442516705,0.0,0.16245905754401968,0.6519929088390822,0.7535776874688259,0.21641572647029642,0.4736464770041298,0.001974510766514337,0.07113247161515457,0.11282619957091389,0.12171342407502916,0.1594714811579966,0.33217848309873166,0.36524438892146854,0.46501824373514744,0.15446161424340232,0.7934451502373179,0.28780690879637705,0.08649876755535597,0.046344834670492,0.07414277603304364,0.4711863666682008,0.5948273305177598,0.13377436098566917,0.14660910482077188
2022-01-28,1.0506060123443604,296.7961120605469,386.0843811035156,37784.33203125,2.30997896194458,2547.092041015625,109.43273162841797,0.05759299919009209,1.00034499168396,0.6125119924545288,0.12214542951460511,0.27159499220329847,0.8225832174194969,0.8705501283540656,0.3178446853161378,0.6699719943505794,0.014727979737200747,0.07338272988238187,0.6582821217882057,0.710127407048333,0.8437894024716236,0.24160827847607086,0.041516653664847025,0.2889758901616236,0.7377054206190096,0.7207911126411883,0.26779816339826973,0.725404745527151,0.04937052282701959,0.20944982404342777,0.6608051867543288,0.701521610112561,0.14875475462749152,0.5078254306948223,0.030903426537816414,0.20487180459796062,0.6912804337793669,0.7211447163325331,0.1519392371913672,0.3188290743893887,0.032332386650838374,0.17831197169764723,0.5646465980569819,0.5907544978829051,0.28822928217435273,0.5674336723924519,0.010666305235617402,0.21694631513171947,0.6293876106471313,0.7659443004610523,0.1728350920599005,0.48195928937175375,0.018350030339080337,0.14249679117423264,0.11310209534836235,0.12155322503073596,0.126854362721868,0.33241928984733204,0.3589047921294635,0.4653823986832425,0.15499493056188385,0.7832172797676265,0.26644666791820465,0.08395154627716572,0.05416784700371474,0.09200018568612339,0.45845749904162925,0.5976771086920629,0.10741455012800333,0.1472888926295208
2022-01-29,1.0595699548721313,298.87139892578125,389.1327819824219,38138.1796875,2.3359949588775635,2597.084716796875,110.82367706298828,0.06026799976825714,1.0003620386123657,0.6169350147247314,0.12124245342671214,0.2828970477941199,0.8197613875571796,0.8706176019308508,0.23662452675168139,0.6703739620967946,0.03213231167084496,0.09404641751194148,0.6703784288862615,0.7067790755393601,0.8722402504402098,0.2414591470903354,0.06795523230391598,0.3047514676309723,0.7372230892522412,0.7502195487780092,0.21723872178308778,0.7214217791776715,0.08512883903984203,0.24502624661403027,0.6771725023164377,0.7037310145541273,0.10437159371614826,0.5098864230547578,0.062009335117154785,0.2368974860421163,0.7116002474725613,0.7222443707715898,0.1129237178342124,0.3180585356944323,0.06853848808929153,0.22080633131751454,0.593324756537693,0.5862282648233546,0.20820127559229157,0.566661017026732,0.032794202194667776,0.24741798046822777,0.6395518383288371,0.7605573549458758,0.14480184046576722,0.4831109559683093,0.056945125747278,0.28585829290183595,0.15490687894626542,0.11275199070428532,0.1477271841254022,0.3536190019184792,0.35431717051829625,0.4723055141692638,0.15500776525314564,0.7783040128909704,0.1922637875431215,0.08172778707076088,0.06743415092676475,0.11390297675102329,0.45960197273068315,0.5997846430162406,0.07210572555067554,0.14699145990060095
2022-01-30,1.0374729633331299,290.500732421875,377.6129150390625,37917.6015625,2.3190789222717285,2603.466552734375,108.79985809326172,0.058733999729156494,1.0003410577774048,0.603181004524231,0.11603786970945196,0.264474383795341,0.8210021027387087,0.866551441933855,0.19094245299122659,0.6655022423305236,0.04340827724765184,0.06674106436075633,0.6703903322888805,0.7043893098725105,0.8420481861220221,0.2396311598408547,0.08067198319972035,0.2700331785953739,0.738352134926984,0.7376448939008491,0.2092798572203805,0.7204794026278083,0.11539767296762732,0.23228390058849624,0.6823500304662908,0.7108641628275552,0.08193093192151701,0.5098380013478473,0.08971647724113718,0.22628317884532317,0.7191688317786563,0.7307173978053143,0.10729486630791082,0.3122571685030041,0.1047040955505103,0.22637488039287662,0.6104638861420301,0.5923387919808634,0.16993344189177617,0.5655606567812339,0.04872280765685222,0.22528718082060722,0.6407771796158729,0.7626162498775914,0.12801781923196873,0.47808293150308406,0.08098152004750991,0.23683193354253906,0.16101300903853666,0.1262405949962,0.10976129879968465,0.3459744839188102,0.349394207576796,0.4637336067690788,0.14714502051249667,0.7756762690499102,0.16402404578423396,0.08112695025675479,0.07570851787398869,0.08721235931095467,0.46122569137640057,0.5877606217336113,0.06345758068385929,0.14722434025757228
2022-01-31,1.0523029565811157,285.5392761230469,375.2773132324219,38483.125,2.3420169353485107,2688.27880859375,109.58769989013672,0.059140998870134354,1.0004849433898926,0.6191490292549133,0.12363645128549505,0.28513493468486256,0.802141019160385,0.8758876420190213,0.24009662522139713,0.652749535955589,0.052781125423023656,0.051412188266676984,0.6740386219207593,0.6945786058702625,0.8186416504832638,0.23481154278580318,0.09437997789174513,0.26301930002189355,0.7390031979362578,0.7361952251530033,0.22806769416334716,0.6286997684763526,0.15318643692925576,0.291026049312053,0.6898262869445635,0.7242835588612428,0.13552157716779786,0.5040527308550662,0.12109172128159174,0.25673406526574943,0.723591845594222,0.7476493366892074,0.12315221697568834,0.3059796627746364,0.1512198927536419,0.2996867999901261,0.6398667476857226,0.5974455253921664,0.2678912915796797,0.5513085518642421,0.07190354278671052,0.24398518504747496,0.6423638255995324,0.771559398982309,0.17519862398898758,0.463152827003188,0.10787659140912037,0.25809163817579084,0.1645657887976304,0.14262215523837563,0.16906546573526454,0.341501601281257,0.3518960525197325,0.5238265782470561,0.1343204197333705,0.7894155960119065,0.2297478348975427,0.07997364223011591,0.09486622044738002,0.16704984168398457,0.4578440161639148,0.5895046018303749,0.10235469523620017,0.14088550746375877
2022-02-01,1.0886240005493164,288.1484375,385.46380615234375,38743.2734375,2.3569490909576416,2792.1171875,115.4020004272461,0.059866998344659805,1.0004260540008545,0.6292330026626587,0.15055759345545244,0.33533062882251946,0.8295388957764571,0.8650671878726471,0.2968087006559481,0.6027262214018425,0.06727756040614685,0.07977941993015364,0.6743230520622896,0.6924173967072147,0.8129658950200731,0.21997234968713075,0.12491529536672052,0.32186935651920767,0.7294434200754302,0.7385148428083614,0.2291993114584016,0.6049691974787633,0.1917102427078432,0.3174309004577801,0.6942236897954084,0.7405833527440504,0.13159561322718322,0.48579046041173035,0.15364809580773048,0.27701506211501564,0.7126222730848002,0.7842013689444614,0.12115574044449648,0.28448100875755955,0.2079332062939458,0.3810757491195648,0.6678180870088762,0.628444607134127,0.254529755081951,0.5490661347737062,0.12247419836107121,0.37233930195605497,0.684092319318721,0.7651406505069481,0.2159247075391225,0.43152892090943135,0.1390943312191878,0.2967009432490817,0.1630915715652218,0.16865027856539694,0.15806778266916977,0.31921816009999854,0.350800372014713,0.49762997475510873,0.13585053421984128,0.7918853949341269,0.21738193382734627,0.07978430218908901,0.11938492713238402,0.21491448786634665,0.47302064047781933,0.5868830024782261,0.09414514468383195,0.13333697006810302
2022-02-02,1.028905987739563,278.5903625488281,367.4716796875,36952.984375,2.2803359031677246,2682.85400390625,108.55602264404297,0.05864600092172623,1.000380039215088,0.6014829874038696,0.15040153667508754,0.2784964513299702,0.8324218942781256,0.8523147795826734,0.2844886208837524,0.6027991986769335,0.07482052275504775,0.048302367277772984,0.6723928849890917,0.6694305203907269,0.8247459783143022,0.2225474427133241,0.1318157977818295,0.26363549835039024,0.7332114078466218,0.7043179923992007,0.20957281599615463,0.6161530317676454,0.1986382361893122,0.20852839225757486,0.7052850805576185,0.7181968516141053,0.12162466459531815,0.5040435927623252,0.1714912668711966,0.22170283854922923,0.7178060927951656,0.7731478320271366,0.15268012236185302,0.28506794114008893,0.24266142068535135,0.31916171554854494,0.6664867191853264,0.6520655644749149,0.27013734333929623,0.5502272347374016,0.1385858605237722,0.28570436787052084,0.6848546871760183,0.7602495792039775,0.19116160157809783,0.44715135758943286,0.15875910782796604,0.2527765608066761,0.1569086520567311,0.18282249376820903,0.1594744948345495,0.31731792065547465,0.3474945512293558,0.4772709163550869,0.13571019559893216,0.7943621735593638,0.2239579951071592,0.07875589019047234,0.1288722130730275,0.15043233190285926,0.47549214122794214,0.5762786311062515,0.09411613924272924,0.13478642880920927
2022-02-03,1.0564440488815308,279.9759216308594,370.87774658203125,37154.6015625,2.29807710647583,2679.16259765625,110.28700256347656,0.05965900048613548,1.0003859996795654,0.6076840162277222,0.16710940714117556,0.31711574487559197,0.8315127303027694,0.8519581619271231,0.2257055601771218,0.5932072781744778,0.08654577044989886,0.06397148290684157,0.6464182430753883,0.6702656196393522,0.8017134613759689,0.21519132573598032,0.14781531477494414,0.2837206264333354,0.7069256260455746,0.7016741227684471,0.19258615093822595,0.6012669395223179,0.21155957361335798,0.22925213667165573,0.7047627745524303,0.705937289133366,0.11666559160674975,0.5003904774324115,0.19333971821841034,0.24704072937294858,0.7161628741889314,0.7683170976085809,0.12264155804393453,0.27477265960840636,0.2742984931880582,0.31712410679567354,0.6645203816613131,0.6675683206121903,0.24446737933155943,0.5441915203456388,0.16500868694841908,0.32132216138590725,0.6837386683043191,0.75898260790472,0.17274974337126248,0.4088428807360068,0.18588199309708936,0.3086783417223119,0.15008725756771557,0.18597567096615175,0.18632854652780023,0.31562807982201113,0.3449006739585551,0.48006285065517196,0.13567347758561255,0.7959494815628716,0.20943129632432222,0.07718898676812759,0.14348176206537727,0.1799353754181809,0.47300955465463834,0.572523732747908,0.08030898960167529,0.13527965893226784
2022-02-04,1.1356240510940552,305.9831237792969,399.02960205078125,41500.875,2.480212926864624,2983.5869140625,120.91803741455078,0.06440900266170502,1.0005630254745483,0.6558769941329956,0.2193746698085085,0.41785601440420533,0.8830146944900894,0.837498549886294,0.3101516337987051,0.627581993831994,0.12327403039116763,0.3062997870763539,0.6914630172306848,0.6451042542987107,0.8484703317599797,0.28508218998048623,0.20278899597271344,0.43217537045887744,0.7655626343667682,0.6761292823265315,0.2905935776654695,0.6727326956945255,0.2931722242327606,0.5408079504921349,0.7844744779341348,0.6692634965284183,0.2118666557145547,0.7264495582123408,0.2454943219437939,0.4613494041970501,0.7618271680028389,0.7453289560066727,0.18744425998482536,0.3402503949451985,0.3455579072588914,0.5208655868033689,0.7383469292494286,0.6520934308819955,0.38719448766947395,0.6546504118641135,0.23811386470681728,0.5059604646452074,0.7543702150544537,0.738014774722931,0.25574018964239187,0.49896696374162514,0.24653091932634297,0.5208988585622631,0.2197435905636208,0.14994399110100087,0.21248128724788218,0.3730524701589392,0.3508125222374239,0.5569975299305852,0.14313043160085215,0.7966993474020683,0.32187345547535345,0.0666325478109833,0.18297306346117487,0.37276513025519525,0.5165808866292864,0.5607082306047388,0.12955126502581032,0.1686139833797565
